Cr,Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.05,0.25,0.15,0.05,0.15,0.35,0,0.92513711
0.05,0.15,0.35,0.3,0.1,0.05,0,0.9251063
0.05,0.1,0.1,0.2,0.2,0.35,0,0.92510216
0.05,0.25,0.05,0.35,0.1,0.2,0,0.92509973
0.05,0.3,0.05,0.15,0.15,0.3,0,0.9250267
0.05,0.1,0.15,0.35,0.2,0.15,0,0.92502593
0.05,0.3,0.2,0.1,0.1,0.25,0,0.92496552
0.05,0.1,0.15,0.35,0.1,0.25,0,0.92491986
0.05,0.05,0.35,0.3,0.15,0.1,0,0.92490499
0.05,0.3,0.05,0.3,0.1,0.2,0,0.92485912
0.05,0.1,0.2,0.35,0.15,0.15,0,0.92480357
0.05,0.1,0.15,0.25,0.15,0.3,0,0.92478728
0.05,0.15,0.35,0.05,0.1,0.3,0,0.9247102
0.05,0.35,0.15,0.05,0.1,0.3,0,0.92468444
0.05,0.15,0.25,0.05,0.15,0.35,0,0.92467296
0.05,0.05,0.1,0.35,0.3,0.15,0,0.92465151
0.05,0.35,0.05,0.35,0.05,0.15,0,0.92443457
0.05,0.2,0.15,0.15,0.15,0.3,0,0.92442358
0.05,0.2,0.25,0.15,0.1,0.25,0,0.92441268
0.05,0.1,0.35,0.1,0.1,0.3,0,0.92425339
0.05,0.2,0.2,0.05,0.15,0.35,0,0.92424058
0.05,0.2,0.3,0.2,0.05,0.2,0,0.92423288
0.05,0.05,0.05,0.3,0.2,0.35,0,0.92421728
0.05,0.05,0.3,0.2,0.1,0.3,0,0.92420792
0.05,0.25,0.1,0.15,0.15,0.3,0,0.92416905
0.1,0.35,0.05,0.05,0.25,0.2,0,0.92405254
0.05,0.3,0.3,0.1,0.05,0.2,0,0.92402748
0.05,0.15,0.15,0.2,0.15,0.3,0,0.92390905
0.05,0.15,0.05,0.2,0.2,0.35,0,0.9238554
0.05,0.2,0.25,0.35,0.1,0.05,0,0.92383787
0.05,0.05,0.25,0.3,0.25,0.1,0,0.92379501
0.05,0.15,0.2,0.25,0.1,0.25,0,0.9237919
0.05,0.1,0.3,0.3,0.15,0.1,0,0.92372248
0.05,0.1,0.35,0.35,0.1,0.05,0,0.92372133
0.05,0.35,0.25,0.1,0.05,0.2,0,0.92364916
0.05,0.25,0.3,0.15,0.05,0.2,0,0.9234335
0.05,0.05,0.25,0.15,0.15,0.35,0,0.92339875
0.05,0.1,0.05,0.25,0.2,0.35,0,0.92339528
0.05,0.1,0.1,0.3,0.15,0.3,0,0.92339523
0.05,0.1,0.25,0.3,0.2,0.1,0,0.92338814
0.05,0.05,0.25,0.35,0.15,0.15,0,0.92325907
0.05,0.2,0.25,0.25,0.05,0.2,0,0.92318394
0.05,0.3,0.05,0.1,0.15,0.35,0,0.92311949
0.05,0.35,0.1,0.15,0.1,0.25,0,0.92307741
0.05,0.15,0.15,0.35,0.2,0.1,0,0.92306543
0.05,0.25,0.2,0.15,0.1,0.25,0,0.92302068
0.05,0.2,0.3,0.05,0.1,0.3,0,0.92296164
0.05,0.1,0.35,0.2,0.05,0.25,0,0.92295474
0.05,0.3,0.2,0.05,0.1,0.3,0,0.92291017
0.05,0.05,0.3,0.3,0.2,0.1,0,0.922884
0.05,0.1,0.25,0.1,0.15,0.35,0,0.92283775
0.05,0.05,0.25,0.25,0.1,0.3,0,0.92282468
0.05,0.2,0.2,0.2,0.1,0.25,0,0.92277293
0.05,0.15,0.15,0.3,0.1,0.25,0,0.92265983
0.05,0.15,0.2,0.35,0.15,0.1,0,0.92262235
0.05,0.3,0.15,0.15,0.1,0.25,0,0.92257975
0.05,0.15,0.3,0.35,0.1,0.05,0,0.92256096
0.05,0.2,0.1,0.2,0.15,0.3,0,0.92252199
0.05,0.25,0.25,0.05,0.1,0.3,0,0.92236751
0.05,0.15,0.1,0.25,0.15,0.3,0,0.92235763
0.05,0.05,0.35,0.3,0.2,0.05,0,0.92235491
0.05,0.2,0.2,0.3,0.05,0.2,0,0.92234095
0.05,0.1,0.3,0.15,0.1,0.3,0,0.92215403
0.05,0.1,0.05,0.35,0.15,0.3,0,0.92213327
0.05,0.25,0.05,0.2,0.15,0.3,0,0.92213324
0.05,0.3,0.25,0.15,0.05,0.2,0,0.92212323
0.05,0.25,0.25,0.2,0.05,0.2,0,0.9220887
0.05,0.1,0.3,0.25,0.05,0.25,0,0.92187077
0.05,0.05,0.3,0.3,0.25,0.05,0,0.92180242
0.05,0.05,0.2,0.3,0.1,0.3,0,0.9216701
0.05,0.15,0.1,0.35,0.1,0.25,0,0.92166689
0.05,0.2,0.15,0.35,0.05,0.2,0,0.92163893
0.05,0.05,0.2,0.2,0.15,0.35,0,0.92163476
0.05,0.35,0.2,0.15,0.05,0.2,0,0.9216027
0.05,0.15,0.3,0.1,0.1,0.3,0,0.92148238
0.05,0.2,0.15,0.25,0.1,0.25,0,0.92145153
0.05,0.25,0.15,0.2,0.1,0.25,0,0.92134697
0.05,0.25,0.35,0.05,0.05,0.25,0,0.92130631
0.05,0.05,0.15,0.35,0.25,0.15,0,0.92129856
0.05,0.25,0.1,0.1,0.15,0.35,0,0.92128552
0.05,0.15,0.2,0.1,0.15,0.35,0,0.92118181
0.05,0.05,0.2,0.35,0.2,0.15,0,0.92104714
0.05,0.25,0.2,0.25,0.05,0.2,0,0.92103436
0.05,0.35,0.1,0.05,0.1,0.35,0,0.92102844
0.05,0.35,0.05,0.2,0.1,0.25,0,0.92102018
0.05,0.1,0.25,0.3,0.05,0.25,0,0.92100092
0.05,0.15,0.05,0.3,0.15,0.3,0,0.92099505
0.05,0.15,0.35,0.15,0.05,0.25,0,0.92096117
0.05,0.2,0.05,0.25,0.15,0.3,0,0.92093335
0.05,0.05,0.3,0.35,0.15,0.1,0,0.92092169
0.05,0.35,0.25,0.05,0.05,0.25,0,0.92090737
0.05,0.3,0.1,0.2,0.1,0.25,0,0.9207716
0.05,0.35,0.1,0.1,0.1,0.3,0,0.92073325
0.05,0.3,0.2,0.2,0.05,0.2,0,0.92072425
0.05,0.2,0.15,0.1,0.15,0.35,0,0.92067045
0.05,0.1,0.2,0.15,0.15,0.35,0,0.92066747
0.05,0.05,0.15,0.35,0.1,0.3,0,0.92066714
0.05,0.3,0.3,0.05,0.05,0.25,0,0.92063065
0.05,0.1,0.25,0.2,0.1,0.3,0,0.92061415
0.05,0.1,0.35,0.3,0.15,0.05,0,0.920574
0.05,0.05,0.35,0.35,0.15,0.05,0,0.92048046
0.05,0.05,0.35,0.1,0.1,0.35,0,0.92046403
0.05,0.1,0.35,0.05,0.1,0.35,0,0.92037104
0.05,0.15,0.3,0.3,0.15,0.05,0,0.92033686
0.05,0.2,0.1,0.3,0.1,0.25,0,0.92032064
0.05,0.1,0.2,0.35,0.05,0.25,0,0.92028136
0.05,0.05,0.15,0.25,0.15,0.35,0,0.92019242
0.05,0.2,0.35,0.1,0.05,0.25,0,0.92019108
0.05,0.25,0.15,0.3,0.05,0.2,0,0.92016324
0.05,0.1,0.25,0.35,0.15,0.1,0,0.92013442
0.05,0.35,0.15,0.2,0.05,0.2,0,0.92006792
0.05,0.2,0.2,0.35,0.15,0.05,0,0.92000464
0.05,0.25,0.1,0.25,0.1,0.25,0,0.91997335
0.05,0.2,0.25,0.1,0.1,0.3,0,0.91981724
0.05,0.05,0.35,0.2,0.05,0.3,0,0.91973795
0.05,0.15,0.3,0.2,0.05,0.25,0,0.91969628
0.05,0.3,0.15,0.25,0.05,0.2,0,0.91960135
0.05,0.15,0.25,0.15,0.1,0.3,0,0.91954106
0.05,0.3,0.15,0.1,0.1,0.3,0,0.91942458
0.05,0.25,0.1,0.35,0.05,0.2,0,0.9194131
0.05,0.1,0.2,0.25,0.1,0.3,0,0.91938099
0.05,0.2,0.05,0.35,0.1,0.25,0,0.91930587
0.05,0.3,0.05,0.25,0.1,0.25,0,0.91926057
0.05,0.25,0.2,0.1,0.1,0.3,0,0.91914021
0.05,0.15,0.15,0.15,0.15,0.35,0,0.9190781
0.05,0.1,0.15,0.2,0.15,0.35,0,0.9190448
0.05,0.05,0.1,0.3,0.15,0.35,0,0.91893829
0.05,0.25,0.05,0.15,0.15,0.35,0,0.91892427
0.05,0.35,0.1,0.25,0.05,0.2,0,0.91880757
0.05,0.25,0.05,0.3,0.1,0.25,0,0.91877356
0.05,0.15,0.25,0.25,0.05,0.25,0,0.91871135
0.05,0.05,0.3,0.25,0.05,0.3,0,0.91867183
0.05,0.3,0.1,0.3,0.05,0.2,0,0.91864779
0.05,0.3,0.15,0.05,0.1,0.35,0,0.91864554
0.05,0.25,0.3,0.1,0.05,0.25,0,0.91859216
0.05,0.05,0.3,0.15,0.1,0.35,0,0.91855559
0.05,0.2,0.3,0.15,0.05,0.25,0,0.91854266
0.05,0.2,0.1,0.15,0.15,0.35,0,0.91850591
0.1,0.25,0.05,0.05,0.3,0.25,0,0.91848534
0.05,0.15,0.3,0.05,0.1,0.35,0,0.91836516
0.05,0.1,0.15,0.3,0.1,0.3,0,0.91833665
0.05,0.35,0.05,0.15,0.1,0.3,0,0.91825303
0.05,0.1,0.15,0.35,0.25,0.1,0,0.91811525
0.05,0.15,0.2,0.2,0.1,0.3,0,0.9181063
0.05,0.1,0.3,0.3,0.2,0.05,0,0.91793462
0.05,0.2,0.2,0.15,0.1,0.3,0,0.91791829
0.05,0.15,0.2,0.3,0.05,0.25,0,0.91790703
0.05,0.35,0.2,0.1,0.05,0.25,0,0.91787095
0.05,0.3,0.25,0.1,0.05,0.25,0,0.91782807
0.05,0.3,0.05,0.35,0.05,0.2,0,0.91780155
0.05,0.05,0.25,0.3,0.05,0.3,0,0.91780119
0.05,0.05,0.05,0.35,0.15,0.35,0,0.91779506
0.05,0.35,0.05,0.3,0.05,0.2,0,0.91771114
0.05,0.1,0.1,0.25,0.15,0.35,0,0.91770278
0.05,0.1,0.2,0.35,0.2,0.1,0,0.91757613
0.05,0.1,0.3,0.1,0.1,0.35,0,0.91753386
0.05,0.1,0.35,0.15,0.05,0.3,0,0.91752273
0.05,0.25,0.2,0.05,0.1,0.35,0,0.9175008
0.05,0.15,0.1,0.2,0.15,0.35,0,0.91749146
0.05,0.2,0.25,0.05,0.1,0.35,0,0.91742566
0.05,0.1,0.1,0.35,0.1,0.3,0,0.9174127
0.05,0.2,0.25,0.2,0.05,0.25,0,0.91734518
0.05,0.35,0.05,0.1,0.1,0.35,0,0.91729909
0.05,0.3,0.1,0.15,0.1,0.3,0,0.91727194
0.05,0.15,0.15,0.35,0.05,0.25,0,0.91722591
0.05,0.25,0.15,0.15,0.1,0.3,0,0.91717336
0.05,0.05,0.25,0.2,0.1,0.35,0,0.91714201
0.05,0.05,0.2,0.35,0.05,0.3,0,0.91706773
0.05,0.2,0.35,0.05,0.05,0.3,0,0.91696142
0.05,0.25,0.25,0.15,0.05,0.25,0,0.91696049
0.05,0.15,0.15,0.25,0.1,0.3,0,0.91694211
0.05,0.2,0.05,0.2,0.15,0.35,0,0.9168549
0.05,0.05,0.25,0.35,0.2,0.1,0,0.91664102
0.05,0.35,0.2,0.05,0.05,0.3,0,0.91655407
0.05,0.1,0.05,0.3,0.15,0.35,0,0.91651802
0.05,0.2,0.15,0.2,0.1,0.3,0,0.91649925
0.05,0.15,0.35,0.1,0.05,0.3,0,0.91642078
0.05,0.2,0.2,0.25,0.05,0.25,0,0.91639773
0.05,0.15,0.25,0.35,0.15,0.05,0,0.91638176
0.05,0.1,0.3,0.35,0.15,0.05,0,0.9163474
0.05,0.1,0.3,0.2,0.05,0.3,0,0.91633939
0.05,0.15,0.05,0.25,0.15,0.35,0,0.91616181
0.05,0.3,0.2,0.15,0.05,0.25,0,0.91612188
0.05,0.05,0.2,0.25,0.1,0.35,0,0.91599924
0.05,0.35,0.15,0.15,0.05,0.25,0,0.91599193
0.05,0.25,0.3,0.05,0.05,0.3,0,0.91595385
0.05,0.15,0.1,0.3,0.1,0.3,0,0.91593898
0.05,0.1,0.25,0.15,0.1,0.35,0,0.91581863
0.05,0.3,0.25,0.05,0.05,0.3,0,0.91580702
0.05,0.25,0.2,0.2,0.05,0.25,0,0.91575834
0.05,0.25,0.1,0.2,0.1,0.3,0,0.91568353
0.05,0.15,0.25,0.1,0.1,0.35,0,0.9156663
0.05,0.3,0.05,0.2,0.1,0.3,0,0.91561738
0.05,0.2,0.15,0.3,0.05,0.25,0,0.91560715
0.05,0.3,0.1,0.1,0.1,0.35,0,0.91545637
0.05,0.1,0.25,0.25,0.05,0.3,0,0.91540606
0.05,0.2,0.1,0.25,0.1,0.3,0,0.91532992
0.05,0.15,0.05,0.35,0.1,0.3,0,0.91503352
0.05,0.05,0.15,0.3,0.1,0.35,0,0.91502304
0.05,0.15,0.3,0.15,0.05,0.3,0,0.9149431
0.05,0.2,0.1,0.35,0.05,0.25,0,0.91491964
0.05,0.05,0.35,0.15,0.05,0.35,0,0.91491196
0.05,0.3,0.15,0.2,0.05,0.25,0,0.91484344
0.05,0.25,0.15,0.25,0.05,0.25,0,0.9147888
0.05,0.2,0.2,0.1,0.1,0.35,0,0.91471794
0.05,0.25,0.15,0.1,0.1,0.35,0,0.91463674
0.05,0.1,0.2,0.3,0.05,0.3,0,0.91463379
0.05,0.2,0.3,0.1,0.05,0.3,0,0.91460397
0.05,0.35,0.1,0.2,0.05,0.25,0,0.91455899
0.05,0.05,0.3,0.35,0.2,0.05,0,0.91455803
0.05,0.1,0.2,0.2,0.1,0.35,0,0.91454234
0.05,0.25,0.05,0.25,0.1,0.3,0,0.91443617
0.05,0.2,0.05,0.3,0.1,0.3,0,0.91430397
0.05,0.05,0.1,0.35,0.1,0.35,0,0.9141531
0.05,0.15,0.2,0.15,0.1,0.35,0,0.91403574
0.05,0.1,0.15,0.35,0.05,0.3,0,0.91397136
0.05,0.25,0.1,0.3,0.05,0.25,0,0.91396076
0.05,0.05,0.2,0.35,0.25,0.1,0,0.9139363
0.05,0.15,0.25,0.2,0.05,0.3,0,0.91386051
0.05,0.3,0.1,0.25,0.05,0.25,0,0.91379164
0.05,0.05,0.3,0.2,0.05,0.35,0,0.91378798
0.05,0.35,0.15,0.1,0.05,0.3,0,0.91374729
0.05,0.15,0.35,0.05,0.05,0.35,0,0.91366958
0.05,0.25,0.25,0.1,0.05,0.3,0,0.91357595
0.05,0.1,0.35,0.1,0.05,0.35,0,0.91356195
0.05,0.35,0.15,0.05,0.05,0.35,0,0.91351888
0.05,0.1,0.15,0.25,0.1,0.35,0,0.9134996
0.05,0.3,0.05,0.15,0.1,0.35,0,0.91347969
0.05,0.35,0.05,0.25,0.05,0.25,0,0.91335836
0.05,0.3,0.2,0.1,0.05,0.3,0,0.91328519
0.05,0.25,0.05,0.35,0.05,0.25,0,0.91322166
0.05,0.2,0.25,0.15,0.05,0.3,0,0.91318436
0.05,0.05,0.15,0.35,0.3,0.1,0,0.91310471
0.05,0.15,0.2,0.35,0.2,0.05,0,0.91309729
0.05,0.2,0.15,0.15,0.1,0.35,0,0.91307516
0.05,0.15,0.2,0.25,0.05,0.3,0,0.91299616
0.05,0.05,0.25,0.25,0.05,0.35,0,0.91289115
0.05,0.25,0.1,0.15,0.1,0.35,0,0.91288382
0.05,0.3,0.05,0.3,0.05,0.25,0,0.91287362
0.05,0.15,0.15,0.2,0.1,0.35,0,0.91281313
0.05,0.1,0.1,0.3,0.1,0.35,0,0.9125955
0.05,0.2,0.3,0.05,0.05,0.35,0,0.91241978
0.05,0.3,0.2,0.05,0.05,0.35,0,0.91229968
0.05,0.15,0.15,0.3,0.05,0.3,0,0.9122684
0.1,0.15,0.05,0.05,0.35,0.3,0,0.91226818
0.05,0.1,0.3,0.15,0.05,0.35,0,0.91221332
0.05,0.05,0.2,0.3,0.05,0.35,0,0.91214069
0.05,0.2,0.2,0.2,0.05,0.3,0,0.91213373
0.05,0.25,0.2,0.15,0.05,0.3,0,0.91213313
0.05,0.35,0.1,0.15,0.05,0.3,0,0.91199759
0.05,0.25,0.25,0.05,0.05,0.35,0,0.91196203
0.05,0.2,0.1,0.2,0.1,0.35,0,0.91183071
0.05,0.15,0.1,0.25,0.1,0.35,0,0.91180146
0.05,0.1,0.05,0.35,0.1,0.35,0,0.9117754
0.05,0.3,0.15,0.15,0.05,0.3,0,0.91173658
0.05,0.15,0.1,0.35,0.05,0.3,0,0.91163034
0.05,0.15,0.3,0.1,0.05,0.35,0,0.91158701
0.05,0.25,0.05,0.2,0.1,0.35,0,0.91154001
0.05,0.05,0.15,0.35,0.05,0.35,0,0.91149027
0.05,0.2,0.15,0.25,0.05,0.3,0,0.91128175
0.05,0.1,0.25,0.2,0.05,0.35,0,0.91121652
0.05,0.25,0.15,0.2,0.05,0.3,0,0.91105105
0.05,0.15,0.05,0.3,0.1,0.35,0,0.91091029
0.05,0.35,0.1,0.1,0.05,0.35,0,0.91086944
0.05,0.2,0.05,0.25,0.1,0.35,0,0.91078689
0.05,0.1,0.25,0.35,0.2,0.05,0,0.91075251
0.05,0.35,0.05,0.2,0.05,0.3,0,0.91064597
0.05,0.3,0.1,0.2,0.05,0.3,0,0.91055783
0.05,0.2,0.1,0.3,0.05,0.3,0,0.91055016
0.05,0.1,0.2,0.25,0.05,0.35,0,0.91041375
0.05,0.2,0.25,0.1,0.05,0.35,0,0.91036927
0.05,0.15,0.25,0.15,0.05,0.35,0,0.91032849
0.05,0.25,0.1,0.25,0.05,0.3,0,0.91015857
0.05,0.3,0.15,0.1,0.05,0.35,0,0.90998465
0.05,0.2,0.05,0.35,0.05,0.3,0,0.9098941
0.05,0.25,0.2,0.1,0.05,0.35,0,0.90983737
0.05,0.1,0.15,0.3,0.05,0.35,0,0.90973247
0.05,0.3,0.05,0.25,0.05,0.3,0,0.90956961
0.05,0.15,0.2,0.2,0.05,0.35,0,0.90939227
0.05,0.25,0.05,0.3,0.05,0.3,0,0.9093773
0.05,0.35,0.05,0.15,0.05,0.35,0,0.90921215
0.05,0.05,0.25,0.35,0.25,0.05,0,0.90913171
0.05,0.1,0.1,0.35,0.05,0.35,0,0.90913121
0.05,0.2,0.2,0.15,0.05,0.35,0,0.90912708
0.05,0.15,0.15,0.25,0.05,0.35,0,0.9086291
0.05,0.3,0.1,0.15,0.05,0.35,0,0.90855644
0.05,0.25,0.15,0.15,0.05,0.35,0,0.908541
0.05,0.2,0.15,0.2,0.05,0.35,0,0.90819421
0.05,0.15,0.1,0.3,0.05,0.35,0,0.90797078
0.05,0.25,0.1,0.2,0.05,0.35,0,0.90755611
0.05,0.3,0.05,0.2,0.05,0.35,0,0.9074577
0.05,0.2,0.1,0.25,0.05,0.35,0,0.90742319
0.05,0.15,0.05,0.35,0.05,0.35,0,0.90737851
0.05,0.1,0.2,0.35,0.25,0.05,0,0.90704497
0.05,0.2,0.05,0.3,0.05,0.35,0,0.906747
0.05,0.25,0.05,0.25,0.05,0.35,0,0.90673059
0.05,0.05,0.2,0.35,0.3,0.05,0,0.90379906
0.1,0.1,0.05,0.1,0.35,0.3,0,0.90032747
0.05,0.05,0.15,0.35,0.35,0.05,0,0.89750291
0.1,0.3,0.05,0.05,0.25,0.25,0,0.89650557
0.1,0.35,0.1,0.05,0.2,0.2,0,0.89297698
0.1,0.2,0.05,0.05,0.3,0.3,0,0.89131098
0.1,0.25,0.1,0.05,0.25,0.25,0,0.89072025
0.1,0.15,0.1,0.05,0.3,0.3,0,0.88864992
0.1,0.05,0.1,0.05,0.35,0.35,0,0.88658849
0.1,0.3,0.05,0.05,0.35,0.15,0,0.88599581
0.1,0.1,0.05,0.05,0.35,0.35,0,0.8858191
0.05,0.25,0.35,0.05,0.25,0.05,0,0.88577848
0.1,0.35,0.05,0.1,0.2,0.2,0,0.88146288
0.1,0.25,0.05,0.1,0.25,0.25,0,0.87956649
0.1,0.15,0.05,0.1,0.3,0.3,0,0.8782808
0.1,0.35,0.05,0.05,0.2,0.25,0,0.87805733
0.1,0.05,0.05,0.1,0.35,0.35,0,0.87718086
0.1,0.1,0.05,0.15,0.3,0.3,0,0.87370345
0.1,0.25,0.05,0.05,0.25,0.3,0,0.87360587
0.1,0.3,0.1,0.05,0.2,0.25,0,0.87151308
0.1,0.05,0.15,0.05,0.3,0.35,0,0.87001748
0.1,0.2,0.1,0.05,0.25,0.3,0,0.86951604
0.1,0.15,0.05,0.05,0.3,0.35,0,0.86912262
0.1,0.35,0.15,0.05,0.15,0.2,0,0.86887216
0.1,0.15,0.15,0.05,0.25,0.3,0,0.86874972
0.1,0.05,0.1,0.1,0.35,0.3,0,0.86869303
0.05,0.2,0.3,0.1,0.3,0.05,0,0.86837104
0.1,0.25,0.15,0.05,0.2,0.25,0,0.86819571
0.1,0.1,0.1,0.05,0.3,0.35,0,0.86781633
0.1,0.3,0.35,0.15,0.05,0.05,0,0.86777333
0.1,0.25,0.35,0.15,0.05,0.1,0,0.86714416
0.1,0.1,0.35,0.2,0.1,0.15,0,0.86628447
0.1,0.1,0.35,0.15,0.1,0.2,0,0.86606603
0.1,0.25,0.3,0.2,0.05,0.1,0,0.86526939
0.1,0.05,0.35,0.2,0.1,0.2,0,0.8650191
0.1,0.25,0.35,0.2,0.05,0.05,0,0.86426979
0.1,0.3,0.25,0.25,0.05,0.05,0,0.86422701
0.1,0.05,0.35,0.25,0.1,0.15,0,0.86334571
0.1,0.1,0.3,0.2,0.1,0.2,0,0.86325448
0.1,0.2,0.35,0.2,0.05,0.1,0,0.86306012
0.1,0.25,0.25,0.25,0.05,0.1,0,0.86298099
0.1,0.35,0.15,0.3,0.05,0.05,0,0.86296592
0.1,0.1,0.35,0.25,0.1,0.1,0,0.86291225
0.1,0.1,0.3,0.25,0.1,0.15,0,0.86243839
0.1,0.05,0.3,0.25,0.1,0.2,0,0.86209068
0.1,0.25,0.3,0.25,0.05,0.05,0,0.8620781
0.1,0.15,0.35,0.2,0.05,0.15,0,0.8620256
0.1,0.3,0.05,0.1,0.2,0.25,0,0.86180605
0.1,0.05,0.1,0.1,0.3,0.35,0,0.86160859
0.1,0.15,0.25,0.25,0.1,0.15,0,0.86154217
0.1,0.2,0.3,0.25,0.05,0.1,0,0.86119661
0.1,0.2,0.35,0.25,0.05,0.05,0,0.86104313
0.1,0.15,0.3,0.25,0.05,0.15,0,0.86043285
0.1,0.2,0.05,0.1,0.25,0.3,0,0.86040965
0.1,0.15,0.35,0.25,0.05,0.1,0,0.86040167
0.1,0.35,0.1,0.1,0.15,0.2,0,0.86022667
0.1,0.15,0.1,0.1,0.25,0.3,0,0.86010551
0.1,0.1,0.35,0.2,0.05,0.2,0,0.86008521
0.1,0.1,0.35,0.25,0.05,0.15,0,0.85984711
0.1,0.3,0.2,0.3,0.05,0.05,0,0.85960978
0.1,0.1,0.05,0.1,0.3,0.35,0,0.85944723
0.1,0.25,0.1,0.1,0.2,0.25,0,0.85943117
0.1,0.25,0.2,0.3,0.05,0.1,0,0.8594151
0.1,0.05,0.35,0.25,0.05,0.2,0,0.85937153
0.1,0.3,0.05,0.05,0.2,0.3,0,0.85883694
0.1,0.1,0.35,0.3,0.05,0.1,0,0.85869357
0.1,0.15,0.35,0.3,0.05,0.05,0,0.85868662
0.1,0.05,0.35,0.3,0.05,0.15,0,0.85860737
0.1,0.1,0.25,0.25,0.1,0.2,0,0.85838468
0.1,0.1,0.3,0.25,0.05,0.2,0,0.85836339
0.1,0.2,0.25,0.3,0.05,0.1,0,0.85821895
0.1,0.35,0.1,0.35,0.05,0.05,0,0.85816862
0.1,0.15,0.25,0.3,0.05,0.15,0,0.8581254
0.1,0.15,0.3,0.3,0.05,0.1,0,0.85812188
0.1,0.25,0.25,0.3,0.05,0.05,0,0.85807043
0.1,0.1,0.3,0.3,0.05,0.15,0,0.85806496
0.1,0.05,0.35,0.35,0.05,0.1,0,0.85798016
0.1,0.2,0.3,0.3,0.05,0.05,0,0.85797723
0.1,0.05,0.3,0.3,0.05,0.2,0,0.85793608
0.1,0.3,0.25,0.2,0.05,0.1,0,0.85759293
0.1,0.1,0.1,0.15,0.25,0.3,0,0.85747807
0.1,0.1,0.35,0.35,0.05,0.05,0,0.85727837
0.1,0.05,0.05,0.15,0.3,0.35,0,0.85677055
0.1,0.05,0.3,0.35,0.05,0.15,0,0.85665987
0.1,0.2,0.35,0.15,0.05,0.15,0,0.85639736
0.1,0.3,0.2,0.25,0.05,0.1,0,0.85632613
0.1,0.1,0.25,0.3,0.05,0.2,0,0.85620858
0.1,0.05,0.2,0.05,0.25,0.35,0,0.85614505
0.1,0.35,0.1,0.05,0.15,0.25,0,0.85606547
0.1,0.05,0.25,0.35,0.05,0.2,0,0.85593753
0.1,0.1,0.3,0.35,0.05,0.1,0,0.85592161
0.1,0.05,0.35,0.15,0.1,0.25,0,0.85585226
0.1,0.15,0.3,0.25,0.1,0.1,0,0.85560092
0.1,0.1,0.25,0.35,0.05,0.15,0,0.85534096
0.1,0.25,0.15,0.35,0.05,0.1,0,0.85519756
0.1,0.2,0.05,0.05,0.25,0.35,0,0.8551644
0.1,0.05,0.05,0.25,0.25,0.3,0,0.85509723
0.1,0.2,0.3,0.2,0.05,0.15,0,0.85500913
0.1,0.15,0.05,0.15,0.25,0.3,0,0.85496998
0.1,0.35,0.25,0.15,0.05,0.1,0,0.85490594
0.1,0.15,0.2,0.35,0.05,0.15,0,0.85486433
0.1,0.35,0.05,0.15,0.15,0.2,0,0.85474541
0.1,0.2,0.1,0.15,0.2,0.25,0,0.85453005
0.1,0.35,0.15,0.15,0.1,0.15,0,0.85451013
0.1,0.3,0.15,0.35,0.05,0.05,0,0.85443558
0.1,0.15,0.25,0.35,0.05,0.1,0,0.85419761
0.1,0.15,0.3,0.35,0.05,0.05,0,0.85417172
0.1,0.25,0.05,0.15,0.2,0.25,0,0.85406049
0.1,0.25,0.1,0.05,0.2,0.3,0,0.85405116
0.1,0.3,0.15,0.3,0.05,0.1,0,0.85391381
0.1,0.2,0.2,0.35,0.05,0.1,0,0.85384998
0.1,0.3,0.1,0.15,0.15,0.2,0,0.85360654
0.1,0.1,0.05,0.2,0.25,0.3,0,0.8535755
0.1,0.2,0.25,0.25,0.05,0.15,0,0.85346957
0.1,0.35,0.2,0.2,0.05,0.1,0,0.85343672
0.1,0.1,0.2,0.35,0.05,0.2,0,0.85343006
0.1,0.05,0.3,0.2,0.1,0.25,0,0.85308661
0.1,0.1,0.15,0.05,0.25,0.35,0,0.85290697
0.1,0.15,0.2,0.05,0.2,0.3,0,0.85282869
0.1,0.15,0.1,0.05,0.25,0.35,0,0.85256215
0.1,0.35,0.15,0.25,0.05,0.1,0,0.85237087
0.1,0.25,0.2,0.35,0.05,0.05,0,0.85229118
0.1,0.3,0.15,0.05,0.15,0.25,0,0.85225598
0.1,0.2,0.15,0.05,0.2,0.3,0,0.85213061
0.1,0.2,0.25,0.35,0.05,0.05,0,0.85201902
0.1,0.35,0.1,0.2,0.1,0.15,0,0.85157571
0.1,0.35,0.1,0.3,0.05,0.1,0,0.85155166
0.1,0.3,0.1,0.35,0.05,0.1,0,0.85150096
0.1,0.05,0.25,0.3,0.1,0.2,0,0.85116226
0.1,0.2,0.2,0.3,0.05,0.15,0,0.85108603
0.1,0.35,0.2,0.05,0.1,0.2,0,0.85098066
0.1,0.25,0.2,0.05,0.15,0.25,0,0.8508892
0.1,0.35,0.05,0.35,0.05,0.1,0,0.85088694
0.1,0.05,0.35,0.2,0.05,0.25,0,0.85075648
0.1,0.2,0.05,0.2,0.2,0.25,0,0.85067583
0.1,0.35,0.3,0.05,0.05,0.15,0,0.85041613
0.1,0.15,0.05,0.25,0.2,0.25,0,0.85025708
0.1,0.3,0.1,0.25,0.1,0.15,0,0.85013588
0.1,0.3,0.25,0.05,0.1,0.2,0,0.84996659
0.1,0.3,0.05,0.2,0.15,0.2,0,0.84983429
